,Title,Published_date,Views,Likes,Comments,Month
2268,Why Actual Memory of Pen Drive is Less than Specified Memory?,2016-04-01,39762,794,29,Apr
2269,GATE Solved Problems (2004-2005) | Number Systems | Digital Electronics,2016-04-01,23001,124,23,Apr
2270,Effects of Temperature on V-I Characteristics,2016-03-31,272846,2898,116,Mar
2271,GATE Solved Problems (2002-2004) | Number Systems | Digital Electronics,2016-03-30,25671,143,19,Mar
2272,Brain teaser's #10 |  Find the Angle,2016-03-29,1567,7,16,Mar
2273,GATE Solved Problems (1998-2001) | Number Systems | Digital Electronics,2016-03-29,37276,197,68,Mar
2274,GATE Solved Problems (1993-1998) | Number Systems | Digital Electronics,2016-03-29,101028,597,72,Mar
2275,V-I Characteristics of PN Junction Diode,2016-03-28,591099,5773,109,Mar
2276,IES Solved Problems (Part 3) - Digital Electronics,2016-03-27,4216,33,7,Mar
2277,IES Solved Problems (Part 2) - Digital Electronics,2016-03-27,5082,38,8,Mar
2278,Semiconductor Diode,2016-03-26,375675,3499,69,Mar
2279,IES Solved Problems (Part 1) - Digital Electronics,2016-03-25,16334,105,9,Mar
2280,PN Junction Diode (Reverse-Bias Condition),2016-03-25,361583,3630,90,Mar
2281,PN Junction Diode (Forward-Bias Condition),2016-03-23,575703,4991,134,Mar
2282,Width of Depletion Region,2016-03-23,245277,2080,39,Mar
2283,Barrier Potential,2016-03-23,345093,3487,84,Mar
2284,PN Junction Diode (No Applied Bias),2016-03-19,673093,6812,205,Mar
2285,NOR Gate as Universal Gate,2016-03-19,352668,3519,161,Mar
2286,NAND Gate as Universal Gate (Part 2),2016-03-14,348732,2728,264,Mar
2287,NAND Gate as Universal Gate (Part 1),2016-03-14,618501,5432,160,Mar
2288,Logic Gates (Part 6) | Important!,2016-03-11,241346,1862,121,Mar
2289,Logic Gates (Part 5) | Important!,2016-03-11,319491,2886,203,Mar
2290,Logic Gates (Part 4),2016-03-09,235864,1874,48,Mar
2291,Logic Gates (Part 3),2016-03-09,256901,1819,194,Mar
2292,Logic Gates (Part 2),2016-03-08,337386,2621,217,Mar
2293,"Brain Teaser's #9 | Father, Mother, Daughter & Son",2016-03-08,1306,6,11,Mar
2294,Logic Gates (Part 1),2016-03-07,535155,5011,359,Mar
2295,Gray Code to Binary Conversion,2016-03-05,472961,4732,206,Mar
2296,2421 Code,2016-03-04,306104,2515,200,Mar
2297,Binary to Gray Code Conversion,2016-03-03,760057,7850,404,Mar
2298,Introduction to Gray Code,2016-03-03,748667,7553,132,Mar
2299,Excess-3 Code Addition,2016-03-02,320602,2956,306,Mar
2300,Excess-3 Code (XS-3 Code),2016-03-01,538339,5507,207,Mar
2301,BCD Addition,2016-03-01,629937,6973,342,Mar
2302,Binary Coded Decimal (BCD) Code,2016-02-29,768121,9688,412,Feb
2303,Brain Teaser's #8 | Trains And A Fly,2016-02-26,1577,7,15,Feb
2304,Classification of Codes,2016-02-25,407040,3756,80,Feb
2305,Binary Subtraction using 2's Complement,2016-02-25,557744,5827,331,Feb
2306,Binary Subtraction using 1's Complement,2016-02-11,579504,6218,387,Feb
2307,Data Representation using 2's Complement,2016-01-29,233170,2307,166,Jan
2308,Data Representation using Signed Magnitude,2015-11-25,333257,3353,157,Nov
2309,Data Representation using 1's Complement,2015-11-25,244676,2004,216,Nov
2310,Shortcut for 2's Complement,2015-11-23,263570,2370,53,Nov
2311,1's and 2's Complement,2015-11-23,648681,5591,181,Nov
2312,(r-1)'s Complement,2015-11-23,412535,4484,113,Nov
2313,r's Complement,2015-11-23,629321,6503,322,Nov
2314,Hexadecimal Multiplication,2015-11-23,255373,2249,145,Nov
2315,Hexadecimal Subtraction,2015-11-23,302047,2896,210,Nov
2316,Hexadecimal Addition,2015-11-23,477012,4603,238,Nov
2317,Octal Multiplication,2015-11-20,209080,1733,123,Nov
2318,Octal Addition,2015-11-20,249253,2129,217,Nov
2319,Binary Addition,2015-11-20,460544,4583,366,Nov
2320,Octal Subtraction,2015-11-20,217950,1813,208,Nov
2321,Binary Division,2015-11-19,1256329,13986,633,Nov
2322,Binary Multiplication,2015-11-18,328735,3109,215,Nov
2323,Binary Subtraction,2015-11-16,412241,4009,343,Nov
2324,Hexadecimal to Octal & Octal to Hexadecimal Conversion,2015-11-14,248604,2253,108,Nov
2325,Hexadecimal to Binary & Binary to Hexadecimal Conversion,2015-11-14,284663,2690,118,Nov
2326,Octal to Binary & Binary to Octal Conversion,2015-11-11,321337,2929,143,Nov
2327,Hexadecimal to Decimal Conversion,2015-11-09,236263,1892,105,Nov
2328,Octal to Decimal Conversion,2015-11-09,267805,2130,105,Nov
2329,Cyclicity of Unit Digit (Part 3),2015-11-08,6155,61,31,Nov
2330,Cyclicity of Unit Digit (Part 2),2015-11-08,5027,58,13,Nov
2331,Binary to Decimal Conversion,2015-11-06,311443,2683,185,Nov
2332,Cyclicity of Unit Digit (Part 1),2015-11-06,9361,121,20,Nov
2333,Decimal to Hexadecimal Conversion,2015-11-05,379501,3310,189,Nov
2334,Decimal to Octal Conversion,2015-11-05,465183,3812,274,Nov
2335,Decimal to Binary Conversion,2015-11-04,528435,5062,409,Nov
2336,Binary Number System,2015-11-03,431356,4210,59,Nov
2337,Introduction to Number Systems,2015-11-03,604929,6525,101,Nov
2338,Counting Number of Zeros,2015-10-31,16564,141,30,Oct
2339,Number of Factors of Composite Number | Short Trick,2015-10-31,9045,66,2,Oct
2340,LCM and HCF of Polynomials,2015-10-30,71918,833,57,Oct
2341,LCM and HCF of Fractions,2015-10-30,17717,130,16,Oct
2342,Demultiplexer as Decoder,2015-10-30,372786,2715,46,Oct
2343,LCM and HCF of Numbers,2015-10-30,9584,76,11,Oct
2344,Venn Diagram,2015-10-29,152842,1318,186,Oct
2345,Full Subtractor using 1:8 Demultiplexer,2015-10-29,418425,2626,63,Oct
2346,Complement Meaning and Examples,2015-10-29,187132,1627,189,Oct
2347,What is Digital Signal?,2015-10-27,475922,3854,136,Oct
2348,1:4 Demultiplexer,2015-10-26,689313,4870,115,Oct
2349,Introduction to Demultiplexer | 1:2 DEMUX,2015-10-26,911359,7366,248,Oct
2350,Need of Digital Signals,2015-10-24,336171,2856,84,Oct
2351,Divisibility Tests (Part 2),2015-10-24,5194,30,7,Oct
2352,Divisibility Tests (Part 1),2015-10-23,7240,45,7,Oct
2353,Number Types (Part 2),2015-10-22,7749,47,4,Oct
2354,Number Types (Part 1),2015-10-21,14998,93,16,Oct
2355,Difference between Reasoning and Aptitude,2015-10-20,48376,461,77,Oct
2356,4 Bit Parallel Adder using Full Adders,2015-10-20,1057112,9531,251,Oct
2357,Full Adder using Half Adder,2015-10-20,947448,8301,145,Oct
2358,Statement Problems in Boolean Algebra (Part 2),2015-10-19,142830,1188,47,Oct
2359,Statement Problems in Boolean Algebra (Part 1),2015-10-19,182765,1248,179,Oct
2360,Switching Circuits (Part 2),2015-10-19,145234,1281,34,Oct
2361,Switching Circuits (Part 1),2015-10-18,231312,1814,31,Oct
2362,Switch and Bits Intuition,2015-10-17,374768,3016,134,Oct
2363,32X1 MUX using 8X1 MUX,2015-10-15,491221,4237,191,Oct
2364,Quine-McCluskey Minimization Technique (Tabular Method),2015-10-14,1484754,20208,724,Oct
2365,Conductivity of Semiconductors Numerical (Part 2),2015-10-13,142031,1153,35,Oct
2366,Conductivity of Semiconductors Numerical (Part 1),2015-10-13,197818,1747,60,Oct
2367,Conductivity of a Semiconductor,2015-10-04,303728,2616,40,Oct
2368,Charge Densities in a Semiconductor,2015-10-04,298560,2769,56,Oct
2369,Self Dual,2015-10-02,187415,1761,166,Oct
2370,Dual Form,2015-08-09,254863,2285,67,Aug
2371,Positive and Negative Logic,2015-06-15,307121,2711,158,Jun
2372,Examples & Tricks (SOP and POS Forms),2015-06-15,353433,3310,133,Jun
2373,Practice Problems on Sequential Circuits (Part 3),2015-06-06,103250,596,93,Jun
2374,Minimal to Canonical Form Conversion (Part 2),2015-06-06,308726,2975,58,Jun
2375,Minimal to Canonical Form Conversion (Part 1),2015-06-06,451685,4524,83,Jun
2376,Practice Problems on Sequential Circuits (Part 2),2015-06-04,152048,761,74,Jun
2377,Mass Action Law,2015-05-28,343631,3263,98,May
2378,Electron Vs Hole Flow,2015-05-27,327485,3200,126,May
2379,Intrinsic and Extrinsic Semiconductors,2015-05-27,523270,5365,133,May
2380,Brain Teaser's #7 | Four Sections,2015-05-24,1923,12,2,May
2381,Universal Shift Register,2015-05-24,609814,5335,228,May
2382,Semiconductor Materials,2015-05-15,1751584,10315,413,May
2383,Bidirectional Shift Register,2015-05-11,622739,5062,140,May
2384,Shift Register (PISO Mode),2015-05-09,852694,7179,289,May
2385,SR Latch | NOR and NAND SR Latch,2015-04-20,3322316,36593,1770,Apr
2386,SOP and POS Form Examples,2015-04-19,1151618,12240,332,Apr
2387,Shift Register (SIPO & PIPO Mode),2015-04-18,999489,7946,302,Apr
2388,Product of Sums (Part 2) | POS Form,2015-04-18,436256,4363,71,Apr
2389,Product of Sums (Part 1) | POS Form,2015-04-18,814009,8481,206,Apr
2390,Sum of Products (Part 2) | SOP Form,2015-04-17,684191,6483,215,Apr
2391,Sum of Products (Part 1) | SOP Form,2015-04-17,1415163,14944,530,Apr
2392,Redundancy Theorem (Boolean Algebra Trick),2015-04-12,556323,5901,607,Apr
2393,Boolean Algebra Examples (Part 2),2015-04-12,527862,4507,320,Apr
2394,Shift Register (SISO Mode),2015-04-11,1602497,12464,340,Apr
2395,Data Formats and Classification of Registers,2015-04-11,676099,5588,122,Apr
2396,Introduction to Registers,2015-04-09,1498150,12242,244,Apr
2397,Boolean Algebra Examples (Part 1),2015-04-07,649456,5927,134,Apr
2398,Introduction to Boolean Algebra (Part 2),2015-04-07,673267,6950,118,Apr
2399,Introduction to Boolean Algebra (Part 1),2015-04-07,1313801,14060,264,Apr
2400,Introduction to Digital Electronics,2015-04-05,507329,4262,93,Apr
2401,Johnson's Counter (Twisted/Switch Tail Ring Counter),2015-04-05,697953,4810,99,Apr
2402,Ring Counter,2015-04-05,981266,7731,272,Apr
2403,3-Bit & 4-bit Up/Down Synchronous Counter,2015-04-04,1232843,8045,355,Apr
2404,3-Bit Synchronous Up Counter,2015-04-02,950492,8266,305,Apr
2405,How to Design Synchronous Counters | 2-Bit Synchronous Up Counter,2015-04-02,1117621,8763,285,Apr
2406,Decade (BCD) Ripple Counter,2015-04-02,793208,5798,276,Apr
2407,Modulus of the Counter & Counting up to Particular Value,2015-03-30,875474,7390,338,Mar
2408,What is an Analog Signal?,2015-03-29,680855,5876,132,Mar
2409,What is Signal?,2015-03-29,3726659,17690,601,Mar
2410,3 Bit & 4 Bit UP/DOWN Ripple Counter,2015-03-28,1014439,7219,353,Mar
2411,3 bit & 4 bit Asynchronous Down Counter,2015-03-28,923693,6163,188,Mar
2412,State Diagram of a Counter,2015-03-27,504504,3528,75,Mar
2413,4 Bit Asynchronous Up Counter,2015-03-25,907467,5993,155,Mar
2414,3 Bit Asynchronous Up Counter,2015-03-25,1294303,9700,281,Mar
2415,Types of Counters | Comparison between Ripple and Synchronous counters,2015-03-25,967831,8519,145,Mar
2416,Design Procedure for Clocked Sequential Circuits,2015-03-23,954642,7505,370,Mar
2417,ASM Chart for Moore State Machine,2015-03-23,191787,1457,72,Mar
2418,ASM Chart,2015-03-22,353345,2838,71,Mar
2419,State Reduction and Assignment,2015-03-22,596131,5117,168,Mar
2420,Sequence Detector (Example),2015-03-22,651398,4766,285,Mar
2421,Sequence or Pattern Detector,2015-03-21,514715,3638,147,Mar
2422,Behaviour of Master Slave D Flip Flop,2015-03-21,652290,5735,262,Mar
2423,"Brain Teaser's #6 | Jug, Milk and Water",2015-03-18,3072,12,9,Mar
2424,Practice Problems on Combinational Circuits (Part 4),2015-03-18,127491,983,132,Mar
2425,Analysis of Clocked Sequential Circuits (with T Flip Flop),2015-03-18,247182,1834,63,Mar
2426,Analysis of Clocked Sequential Circuits (with JK Flip Flop),2015-03-18,456244,3522,139,Mar
2427,Analysis of Clocked Sequential Circuits (with D Flip Flop),2015-03-17,600920,4898,246,Mar
2428,Mealy and Moore State Machines (Part 2),2015-03-17,514763,3322,56,Mar
2429,Mealy and Moore State Machines (Part 1),2015-03-17,1200859,8381,257,Mar
2430,"Introduction to State Table, State Diagram & State Equation",2015-03-16,1424385,10440,211,Mar
2431,Difference between Synchronous and Asynchronous Sequential Circuits,2015-03-15,610408,4611,73,Mar
2432,Preset and Clear Inputs in Flip Flop,2015-03-15,474944,4119,149,Mar
2433,How to get Edge Triggering | Simulation using Multisim,2015-03-15,327158,2625,55,Mar
2434,Electromotive force and Power,2015-03-13,4241,22,5,Mar
2435,Introduction to Counters | Important,2015-03-12,1881808,17098,493,Mar
2436,Ohmic and Non-Ohmic Conductors,2015-03-12,59697,668,21,Mar
2437,Resistance and Ohm's Law,2015-03-12,3546,28,4,Mar
2438,Drift Velocity and Ohm's Law,2015-03-11,24277,201,14,Mar
2439,Practice Problems on Combinational Circuits (Part 3),2015-03-10,135385,1073,214,Mar
2440,Practice Problems on Combinational Circuits (Part 2),2015-03-02,157299,1117,44,Mar
2441,Practice Problems on Combinational Circuits (Part 1),2015-02-27,342563,2787,133,Feb
2442,SR Flip Flop to T Flip Flop Conversion,2015-02-27,475109,5157,546,Feb
2443,SR Flip Flop to JK Flip Flop Conversion,2015-02-27,819702,6392,230,Feb
2444,T Flip Flop to D Flip Flop Conversion,2015-02-26,556380,3303,77,Feb
2445,5 Steps for Flip Flop Conversions | JK to D Flip Flop Conversion,2015-02-26,1042912,8166,193,Feb
2446,"Truth Table, Characteristic Table and Excitation Table for T flip flop",2015-02-25,771719,5539,102,Feb
2447,Introduction to T flip flop,2015-02-25,1092123,7102,173,Feb
2448,Master Slave JK Flip Flop,2015-02-25,1475976,13269,712,Feb
2449,Race Around Condition or Racing in JK Flip Flop,2015-02-24,1187900,16866,2576,Feb
2450,"Truth Table, Characteristic Table and Excitation Table for JK flip flop",2015-02-18,1344906,9365,206,Feb
2451,Introduction to JK flip flop,2015-02-18,2319513,17776,435,Feb
2452,"Truth Table, Characteristic Table and Excitation Table for D Flip Flop",2015-02-09,1099255,6360,98,Feb
2453,Introduction to D flip flop,2015-02-09,1928564,11468,259,Feb
2454,"Truth Table, Characteristic Table and Excitation Table for SR Flip Flop",2015-02-09,1758365,12370,498,Feb
2455,Introduction to SR Flip Flop,2015-02-09,2882704,19764,443,Feb
2456,Difference between Latch and Flip Flop,2015-02-09,1635430,12356,326,Feb
2457,Triggering Methods in Flip Flops,2015-02-08,1331021,9440,179,Feb
2458,What is a Clock?,2015-02-02,1685197,14757,274,Feb
2459,Introduction to Sequential Circuits | Important,2015-02-01,2294465,19342,356,Feb
2460,"Brain Teaser's #5 | Crow, Sparrow & Parrot",2015-01-30,3838,20,10,Jan
2461,Full Adder Implementation using Decoder,2015-01-28,591571,5304,113,Jan
2462,Hexadecimal to Binary Encoder,2015-01-28,272806,1505,22,Jan
2463,Octal to Binary Encoder,2015-01-28,446096,3044,41,Jan
2464,Decimal to BCD Encoder,2015-01-23,656215,4639,97,Jan
2465,Priority Encoder,2015-01-23,1362061,11244,493,Jan
2466,Introduction to Encoders and Decoders,2015-01-23,2073510,16182,259,Jan
2467,Brain Teaser's #4 | Five Men & Apples,2015-01-20,4447,22,20,Jan
2468,Hamming Code | Error Correction,2015-01-20,826960,9379,529,Jan
2469,Hamming Code | Error detection,2015-01-20,1632511,14769,488,Jan
2470,Programmable Array Logic (PAL),2015-01-09,690285,6726,592,Jan
2471,2-Bit Comparator,2015-01-09,907391,7140,214,Jan
2472,Logical Expression from Multiplexer,2015-01-09,300588,2279,22,Jan
2473,1-Bit Full Adder using Multiplexer,2015-01-07,683349,4369,202,Jan
2474,Implementation of Boolean Function using Multiplexers,2015-01-07,1443951,11794,442,Jan
2475,Three Ways to Travel in Time,2014-12-12,24026,465,21,Dec
2476,Implementing 8X1 MUX using 4X1 MUX (Special Case),2014-12-09,875740,7327,228,Dec
2477,Implementing 8X1 MUX using 2X1 MUX,2014-12-09,663431,4614,115,Dec
2478,MUX Tree Basic | 4X1 MUX using 2X1 MUX | Easy Explanation,2014-12-09,761889,5787,105,Dec
2479,8X1 Multiplexer,2014-12-08,1019687,7144,153,Dec
2480,4X1 Multiplexer,2014-12-08,1329689,9614,162,Dec
2481,Introduction to Multiplexers | MUX Basic,2014-12-06,2370683,20969,482,Dec
2482,Brain Teaser's #3 | Heaven or Hell,2014-11-02,6675,25,13,Nov
2483,BCD Adder | Simple Explanation,2014-11-02,876523,8504,286,Nov
2484,Getting Started with MATLAB,2014-10-30,18172,253,47,Oct
2485,Hierarchy of Operators,2014-10-30,19236,184,10,Oct
2486,MATLAB Basics (Part 1) | Different windows in MATLAB,2014-10-29,48111,454,17,Oct
2487,What is MATLAB?,2014-10-29,162266,1723,53,Oct
2488,Carry Lookahead Adder (Part 2) | CLA Adder,2014-10-28,598366,5831,209,Oct
2489,Carry Lookahead Adder (Part 1) | CLA Generator,2014-10-28,1020592,7877,187,Oct
2490,Brain Teaser's #2 | Nine Dots & 4 Lines,2014-10-25,8477,28,23,Oct
2491,Programmable Logic Array (PLA) | Easy Explanation,2014-10-24,1200167,11722,480,Oct
2492,Realizing Half Subtractor using NOR Gates only,2014-10-24,185447,1050,17,Oct
2493,"Brain Teaser's #1 | Man, Wolf, Goat and Cabbage",2014-10-23,16329,78,29,Oct
2494,Realizing Half Subtractor using NAND Gates only,2014-10-22,240799,1577,31,Oct
2495,Realizing Full Adder using NAND Gates only,2014-10-21,406103,3020,53,Oct
2496,Realizing Half Adder using NOR Gates only,2014-10-21,326158,2166,49,Oct
2497,Realizing Half Adder using NAND Gates only,2014-10-21,578932,3725,43,Oct
2498,Shift Add 3 Method | Simple method for Binary to BCD conversion,2014-10-20,224776,1645,80,Oct
2499,Full Subtractor | Easy Explanation,2014-10-20,1182765,9613,308,Oct
2500,Half Subtractor,2014-10-20,847492,7555,159,Oct
2501,Full Adder,2014-10-20,1959699,16981,383,Oct
2502,Half Adder,2014-10-18,1731602,16265,235,Oct
2503,Comparison between Combinational and Sequential Circuits,2014-10-18,749537,8279,147,Oct
2504,Seven Segment Display Decoder (Part 3),2014-10-18,349065,1756,109,Oct
2505,Seven Segment Display Decoder (Part 2),2014-10-18,497448,3584,88,Oct
2506,Seven Segment Display Decoder,2014-10-18,861159,7544,162,Oct
2507,4-Bit Even Parity Generator,2014-10-17,525756,3660,98,Oct
2508,What is Parity?,2014-10-17,776907,7752,266,Oct
2509,Don't Care in K' Map (Response to Doubt),2014-10-05,268430,2993,106,Oct
2510,K' Map using Max Terms (Part 2),2014-09-13,333022,3464,96,Sep
2511,Digital Electronics Previous Year Solution of DRDO & ISRO (Part 3),2014-09-13,91617,543,13,Sep
2512,Digital Electronics Previous Year Solution of DRDO & ISRO (Part 2),2014-09-13,140067,777,20,Sep
2513,Digital Electronics Previous Year Solution of DRDO & ISRO (Part 1),2014-09-13,13778,68,3,Sep
2514,5 variables K' Map,2014-09-13,386716,3595,185,Sep
2515,K' Map using Max Terms (Part 1),2014-09-13,341527,3245,63,Sep
2516,Don't Care in Karnaugh Map (K' Map),2014-09-05,725666,8400,298,Sep
2517,4 Variable Karnaugh Map (Part 3),2014-09-05,325109,2916,116,Sep
